"screen_name","followers_count","friends_count","created_at","lang","status_count"
"GiuseppeBarbie4",0,181,"Thu Apr 05 19:26:16 +0000 2012","it",7
"MikiJeong",2,203,"Mon Apr 23 23:31:42 +0000 2012","en",6
"tianofaza",7,288,"Sun Jan 15 06:20:56 +0000 2012","en",25
"InsiderTrading",14,264,"Mon Sep 01 05:32:01 +0000 2008","en",8
"jullianscottaim",5,1440,"Thu Mar 19 23:37:47 +0000 2009","en",44
"latifkarbala",11,769,"Fri Jul 31 20:07:44 +0000 2009","en",49
"ladyvolsvicky",2,83,"Fri Jul 30 13:14:44 +0000 2010","en",5
"CodyThaDogg",8,373,"Fri Jul 27 05:10:24 +0000 2012","en",27
"OsmannAbii",3,1403,"Sun Jul 06 18:02:22 +0000 2014","tr",90
"Wittmaak",27,117,"Fri May 25 00:46:36 +0000 2012","en",18
"julieast1",20,1300,"Sat Aug 20 14:19:38 +0000 2011","en",107
"bryan784",0,56,"Wed Jan 05 16:24:13 +0000 2011","fr",2
"bieber1013194",3,412,"Sat Jan 01 21:20:02 +0000 2011","en",9
"eviiand",0,34,"Sun Nov 07 22:22:24 +0000 2010","en",23
"coachlugo",6,31,"Sun Jan 09 08:33:17 +0000 2011","es",4
"leyda38",3,364,"Tue Oct 05 19:21:51 +0000 2010","es",15
"purplesky1996",0,79,"Thu Nov 29 16:01:33 +0000 2012","en",7
"Andrzejbik",1,160,"Sat Apr 21 11:31:11 +0000 2012","pl",5
"Amalia_Keller",28,2450,"Tue Mar 05 22:01:50 +0000 2013","en",30
"vickmagaia",1,546,"Mon Dec 17 16:52:14 +0000 2012","pt",21
"hamzyo",1,147,"Thu Apr 28 03:38:27 +0000 2011","en",16
"riverasbenida",2,358,"Sat Dec 11 17:44:06 +0000 2010","en",15
"ivansalaseloza",2,1173,"Sat Sep 03 19:36:22 +0000 2011","es",43
"katynick16",79,402,"Wed Jul 04 17:48:33 +0000 2012","en",93
"jballen2863",1,149,"Tue Apr 12 01:39:11 +0000 2011","en",16
"janosikkqaz",2,230,"Fri Oct 21 16:21:35 +0000 2016","pl",98
"lisagill1970",4,137,"Wed Jul 24 23:33:00 +0000 2013","en",13
"AndreezaM",10,486,"Fri Oct 30 01:06:55 +0000 2009","en",16
"aryasebastians",0,153,"Sun Jun 10 11:01:48 +0000 2012","en",8
"detroidt",11,441,"Sat Nov 26 07:14:19 +0000 2011","id",15
"taija2334",1,494,"Wed Jul 21 19:21:53 +0000 2010","en",21
"hamzillion",1,157,"Wed Jun 16 07:17:14 +0000 2010","en",12
"Natimaran",1,114,"Sat Mar 26 19:34:55 +0000 2011","es",8
"Saras1Man",0,28,"Fri Jan 28 00:58:00 +0000 2011","en",2
"Isa120586",1,256,"Mon Jan 26 07:08:39 +0000 2015","en",7
"LilyKinzzz",15,3718,"Mon Apr 28 00:25:34 +0000 2014","en",43
"gallegoalema24",1,31,"Mon Jan 03 19:20:04 +0000 2011","es",2
"carlos0424",0,219,"Sun May 23 18:31:04 +0000 2010","es",19
"SydneyBauer",6,30,"Mon Mar 23 07:41:43 +0000 2009","en",3
"BbybooSelena",2,482,"Thu Jul 25 02:53:17 +0000 2013","en",20
"jab893",4,421,"Mon May 25 03:27:09 +0000 2009","en",17
"Smithalou",8,287,"Mon Jan 25 18:45:18 +0000 2010","en",12
"segujc",2,217,"Tue Jun 16 20:30:45 +0000 2009","en",2
"MikeRedLooney",5,2026,"Tue Feb 22 23:28:56 +0000 2011","en",66
"Ceca1109",4,144,"Thu Sep 08 19:26:48 +0000 2011","de",4
"anneB44547563",2,504,"Mon May 05 09:28:55 +0000 2014","en",15
"bballgirly97",8,602,"Sat Jan 15 20:05:37 +0000 2011","en",23
"Cheqdul",1,270,"Wed Jul 06 16:00:22 +0000 2011","en",9
"MikeKalanikas",2,212,"Tue Nov 15 21:03:24 +0000 2011","en",12
"hemmo_5s0s",15,614,"Sat Jun 21 12:18:48 +0000 2014","en",155
"elin_sancho",10,146,"Thu Feb 26 20:23:28 +0000 2009","en",9
"Ahmed_A932",4,1154,"Wed Feb 26 15:28:35 +0000 2014","en",42
"eddmadison",0,131,"Mon Aug 25 19:38:04 +0000 2014","en",9
"latoyanelson86",9,1595,"Tue Sep 04 19:01:44 +0000 2012","en",66
"tamirsalem",3,234,"Sun Feb 13 19:31:53 +0000 2011","en",7
"kianmusong",3,425,"Sat Aug 14 22:06:45 +0000 2010","en",33
"lisahendrya",1,187,"Sat May 05 17:57:34 +0000 2012","id",7
"riccardogiorgi",4,92,"Wed Oct 27 12:11:13 +0000 2010","it",3
"Kruemel217",2,41,"Wed Apr 24 20:25:24 +0000 2013","de",2
"mnarris31519501",3,1292,"Sun Aug 03 14:39:22 +0000 2014","en",52
"lorianesantana",12,1768,"Mon Jan 02 19:11:33 +0000 2012","pt",93
"ginawafik",0,68,"Sat Aug 06 03:25:59 +0000 2011","en",4
"RISWAN40",1,1253,"Sat Sep 24 09:41:57 +0000 2011","en",69
"ginacvgm",4,197,"Sun Jun 10 15:31:11 +0000 2012","en",4
"nanidjohan",1,381,"Sat Sep 27 14:16:17 +0000 2014","en",28
"Meichoc21drop",6,1302,"Sun Apr 17 22:05:42 +0000 2011","en",150
"tateg431",5,1406,"Wed Aug 15 04:48:57 +0000 2012","en",8
"Prettigurl25O",2,1397,"Fri Feb 25 02:34:02 +0000 2011","en",41
"SharmaineMagaoa",1,31,"Sat Feb 25 06:26:30 +0000 2012","en",2
"glennpettett",0,128,"Mon May 12 11:38:33 +0000 2014","en",18
"KJJones8",0,81,"Sun Aug 05 21:46:51 +0000 2012","en",6
"yvettebelli",5,1491,"Wed May 16 17:02:39 +0000 2012","en",19
"CHAWKIASMAR",16,1059,"Sun Jan 23 07:59:01 +0000 2011","en",46
"thuglifeeeeeee_",14,846,"Thu Aug 23 16:05:11 +0000 2012","en",20
"abakallah",4,1352,"Sun Mar 21 05:31:14 +0000 2010","en",35
"branditriplettb",1,1286,"Thu Aug 30 03:53:32 +0000 2012","en",51
"brendaxuxa",6,628,"Mon Feb 27 12:54:01 +0000 2012","pt",16
"brunossapb",5,648,"Mon Jan 30 04:23:21 +0000 2012","pt",21
"ChuzMadrid",1,200,"Sat Sep 10 10:25:13 +0000 2011","en",17
"larellclark",0,35,"Sat Apr 30 23:06:49 +0000 2011","en",1
"SnotRocketBrian",8,264,"Sun Oct 14 20:45:47 +0000 2012","en",5
"Fit_lean_17",47,458,"Sun Jul 17 19:05:02 +0000 2011","en",22
"BeaKuka",4,839,"Tue May 17 16:56:48 +0000 2011","es",6
"luuzs",0,111,"Wed Jul 01 12:08:13 +0000 2009","en",8
"jayasaputra99",24,284,"Sat Feb 11 19:30:10 +0000 2012","id",45
"ColeCush",0,174,"Mon Jan 30 22:33:55 +0000 2012","en",15
"NakishayPerry",0,421,"Mon Aug 08 22:14:42 +0000 2011","en",31
"LeslieBennett2",1,320,"Wed Aug 31 03:04:03 +0000 2011","en",13
"NisaQisy",6,1436,"Sat Aug 20 14:02:45 +0000 2011","en",85
"IgancioB",0,28,"Sun May 08 16:26:23 +0000 2011","es",8
"ALIBARSHA1",0,81,"Sat Jun 18 10:14:02 +0000 2011","en",4
"27bandidos",1,771,"Sat Jul 09 00:57:50 +0000 2011","es",20
"sk8dog77",13,1313,"Sat Aug 11 12:51:45 +0000 2012","en",21
"KarlBierach",0,125,"Fri Feb 14 04:19:17 +0000 2014","en",6
"wagbird",12,277,"Mon May 11 16:46:18 +0000 2009","en",11
"haley_huiyun",6,345,"Fri May 15 02:17:51 +0000 2015","en",11
"Oy99",0,1394,"Sat Jul 16 09:58:11 +0000 2011","en",94
"socialsecurityy",19,3015,"Fri Apr 13 12:22:11 +0000 2012","en",86
"FlakeyPastry",41,532,"Sun Apr 05 13:36:06 +0000 2009","en",76
"calcul",12,92,"Tue Jun 09 11:54:40 +0000 2009","en",6
"hirazema1",0,107,"Thu Oct 25 19:01:32 +0000 2012","es",6
"sinaradossantos",5,187,"Mon Aug 24 18:50:58 +0000 2009","en",21
"esmeralditar",9,1404,"Sat May 23 21:33:35 +0000 2009","en",55
"vanimargaridasi",0,204,"Thu Nov 08 18:06:22 +0000 2012","pt",19
"de17910574",2,1221,"Tue Sep 09 02:55:34 +0000 2014","ja",44
"JodieThompson2",17,465,"Sun Jun 19 16:08:49 +0000 2011","en",12
"federicomajocch",0,82,"Mon Sep 03 15:06:30 +0000 2012","it",3
"saraandjoshua",17,2873,"Tue May 08 19:31:41 +0000 2012","en",77
"Alexialove95",4,408,"Sun Aug 12 02:57:10 +0000 2012","en",17
"rdheyd",33,225,"Sun Nov 10 22:21:02 +0000 2013","en",10
"MrFreshTink",3,2014,"Thu Sep 17 22:10:15 +0000 2009","en",63
"aishiterurotmae",5,1451,"Wed Jan 13 09:10:59 +0000 2010","en",13
"arel_go",2,117,"Sat May 12 02:33:51 +0000 2012","es",11
"Leonard92949806",2,358,"Wed May 22 01:40:30 +0000 2013","pt",33
"Raphrichraph",1,318,"Mon Apr 30 06:10:08 +0000 2012","en",32
"crims0nnation",0,117,"Mon Aug 01 05:49:50 +0000 2011","en",7
"sheilawestman",0,48,"Fri Jun 10 09:29:28 +0000 2011","en",5
"MihaelaMea",4,556,"Sat Feb 23 20:34:11 +0000 2013","en",21
"lola_davis445",20,276,"Wed Jan 05 01:37:44 +0000 2011","en",20
"eaaorel",2,212,"Thu Apr 14 01:08:08 +0000 2011","es",11
"Raina010",0,100,"Tue Mar 03 02:32:48 +0000 2015","ko",4
"EvakiBieberitca",10,1124,"Sun Jan 30 12:47:28 +0000 2011","en",66
"SoniaSonia35",0,221,"Tue Mar 05 08:20:00 +0000 2013","en",15
"bbeeccky123",0,222,"Tue May 11 16:11:26 +0000 2010","en",19
"JoseeLemaitre",15,1865,"Tue Mar 25 09:20:06 +0000 2014","nl",86
"aret9055",71,2129,"Sat Aug 20 11:11:33 +0000 2011","en",17
"j4k30",1,360,"Wed Feb 13 00:47:18 +0000 2013","es",22
"k_emikri1999",0,55,"Fri Dec 19 13:08:03 +0000 2014","en",6
"meggiex12",21,102,"Mon Feb 13 21:28:18 +0000 2012","en",3
"lego_my_las",4,720,"Fri Mar 30 00:01:37 +0000 2012","en",34
"lucah99",2,35,"Wed Jun 15 17:19:23 +0000 2011","de",2
"edupoltronieri",1,377,"Thu Jun 14 21:57:51 +0000 2012","pt",43
"mattheez",0,1250,"Fri Jun 03 03:19:02 +0000 2011","en",27
"Clichyful",6,542,"Wed Jul 14 13:05:49 +0000 2010","en",19
"vivianetranss",1,324,"Mon Aug 01 12:56:11 +0000 2011","pt",31
"JacoboKimberly",9,1566,"Mon Jan 02 08:48:28 +0000 2012","en",26
"TheoMuluvhu",4,593,"Mon Jul 08 13:11:06 +0000 2013","en",26
"HannaMullins",3,178,"Sat Sep 18 13:06:09 +0000 2010","en",5
"wodjohan",59,350,"Mon Nov 08 04:11:15 +0000 2010","en",1019
"davidslater75",2,119,"Thu Oct 24 10:17:47 +0000 2013","en",25
"earthtorinaa",0,160,"Mon Aug 30 16:32:30 +0000 2010","en",15
"catchingbullets",4,759,"Sat Jul 30 06:03:12 +0000 2011","en",26
"NinjaJosh18",0,480,"Sun Jun 28 06:04:04 +0000 2009","en",17
"7byp",1,87,"Fri Mar 18 09:35:16 +0000 2011","en",3
"Sethicals00",2,120,"Thu Sep 09 04:40:17 +0000 2010","en",18
"shamsan2012",2,426,"Thu Feb 09 13:54:00 +0000 2012","en",14
"j0say88",3,611,"Wed Mar 09 06:52:06 +0000 2011","en",19
"m_kosack",16,2127,"Sun Mar 20 07:25:34 +0000 2011","en",119
"Zain_A_Shah",4,254,"Mon Dec 08 17:00:59 +0000 2014","en-gb",12
"japargt",9,1765,"Sun Mar 21 23:55:38 +0000 2010","en",20
"yin2bad",5,1479,"Thu Sep 02 19:34:52 +0000 2010","de",43
"HIssBOND",9,1798,"Wed Nov 24 13:23:06 +0000 2010","ja",17
"fernandao1605",0,73,"Mon May 12 15:00:21 +0000 2014","pt",3
"farinha_carol",0,232,"Tue Aug 27 16:35:39 +0000 2013","pt",10
"trujillogiselle",0,350,"Sun Dec 25 20:26:01 +0000 2011","es",10
"ximenecunha",15,111,"Thu Jan 24 18:22:33 +0000 2013","pt",7
"Rhiannoncoppa",1,162,"Thu Sep 10 04:34:55 +0000 2009","en",10
"AnnaBananaas",3,380,"Tue Jun 02 03:03:10 +0000 2009","en",14
"catbta",0,75,"Sat Jul 19 14:45:54 +0000 2014","en-gb",6
"Ohwe_Ohwenot",0,188,"Tue Mar 02 14:55:14 +0000 2010","en",9
"A54e186",2,461,"Thu Jul 02 03:21:26 +0000 2015","en",12
"angelordtorres",3,1083,"Tue Feb 01 04:59:42 +0000 2011","en",41
"nyancatkiller",1,157,"Tue Jun 07 10:59:41 +0000 2011","en",12
"Dark_Ronan727",2,274,"Thu Sep 02 22:19:21 +0000 2010","en",38
"6Hector15",0,305,"Fri Apr 13 19:25:07 +0000 2012","es",23
"SimeonmcRED",7,1483,"Tue Jan 10 20:35:41 +0000 2012","en",50
"leandroc1972",1,177,"Sat Jan 01 14:23:59 +0000 2011","en",36
"tmelnico",3,1135,"Fri Nov 26 16:06:21 +0000 2010","en",57
"dohaminhtrang",1,256,"Thu Oct 14 15:43:37 +0000 2010","en",7
"pijay23",1,127,"Mon Mar 23 18:00:44 +0000 2009","en",3
"tatas7",5,78,"Tue Apr 14 01:49:23 +0000 2009","en",10
"DariuszPapierni",1,516,"Wed Nov 14 11:55:01 +0000 2012","pl",12
"Larrybi29131137",11,2065,"Sat Aug 25 21:26:37 +0000 2012","en",59
"74174",51,845,"Thu Jul 09 14:44:47 +0000 2009","en",21
"kmheeo",7,1560,"Thu Jan 19 14:32:49 +0000 2012","en",77
"SindyLeung",1,161,"Mon Apr 20 01:29:21 +0000 2009","en",4
"Obamaxelloco",1,106,"Sat Dec 18 02:28:58 +0000 2010","es",4
"natypepa_hot",6,960,"Wed Apr 14 22:39:58 +0000 2010","es",70
"Elheinscho",6,422,"Fri Jun 26 01:02:49 +0000 2009","en",119
"vineas",34,481,"Mon Oct 26 22:38:40 +0000 2009","en",12
"vzw0test1",1,256,"Thu Mar 31 04:29:25 +0000 2011","en",13
"Amandaperkey1",2,124,"Tue Jan 05 15:05:59 +0000 2016","en",8
"keiradaley",1,455,"Fri Dec 16 00:07:58 +0000 2011","en",13
"YoungAlysha",23,378,"Sun Nov 06 21:50:10 +0000 2011","en",43
"AhhCher",6,347,"Wed Jul 22 13:56:54 +0000 2009","en",23
"che326",8,1048,"Mon Dec 07 23:31:45 +0000 2009","en",35
"nini_nieling",16,295,"Wed Jan 05 09:48:25 +0000 2011","en",18
"KimAReum",1,103,"Tue Mar 29 09:12:25 +0000 2011","en",10
"arii9550",1,1156,"Tue Aug 11 18:33:10 +0000 2009","en",67
"TassanananP",0,113,"Tue Jul 23 11:41:05 +0000 2013","en",5
"billymacdonald1",3,1021,"Thu Jan 05 22:54:41 +0000 2012","en",30
"mumuamar27",0,146,"Sun Jul 20 21:01:02 +0000 2014","en",12
"JuditVarga1",12,531,"Wed Jun 15 16:37:02 +0000 2011","en",13
"DjINNOBLOW",3,43,"Sun Jan 23 17:45:48 +0000 2011","en",4
"NeuroMan1",12,578,"Wed May 06 13:21:08 +0000 2009","en",16
"shibatamako",1,444,"Tue Nov 03 02:38:47 +0000 2009","ja",26
"johnny_dios",0,228,"Wed Sep 14 00:56:32 +0000 2011","en",9
"laureenkirk",6,164,"Thu Sep 03 07:26:19 +0000 2009","en",12
"rolferik",0,147,"Mon Jul 06 16:33:10 +0000 2009","en",6
"mikkiimouse6297",1,167,"Wed Dec 01 02:34:35 +0000 2010","en",1
"pupaimoet",23,323,"Sat Sep 24 05:08:42 +0000 2011","en",95
"lovelin9313",3,648,"Tue Apr 24 13:06:41 +0000 2012","zh-tw",21
"Chris2fer109",23,342,"Sat Nov 27 09:04:00 +0000 2010","en",12
"cigarettedeluxe",0,230,"Thu Oct 07 06:10:01 +0000 2010","en",19
"DailedBMX",3,1798,"Wed Sep 23 02:22:01 +0000 2009","en",56
"Azamnamangan",2,753,"Sun Oct 16 22:22:50 +0000 2011","en",5
"irawinarso",33,424,"Mon Aug 10 10:34:47 +0000 2009","en",1079
"PutriiChair",0,81,"Sun Jan 13 04:50:40 +0000 2013","en",5
"MACHINEANDAHALF",0,249,"Tue May 12 21:19:13 +0000 2009","en",16
"Elbbrand",0,201,"Mon Aug 22 08:54:39 +0000 2016","de",8
"renanpereiraser",2,142,"Mon Jul 13 17:31:02 +0000 2009","en",21
"gripperone",3,196,"Sat Nov 12 09:56:33 +0000 2011","en",10
"fitcocukx",0,51,"Thu Apr 21 00:25:38 +0000 2016","en",7
"kirongwe",1,290,"Thu Jun 16 18:46:59 +0000 2011","en",5
"jrbruins97",5,1358,"Fri May 01 17:40:04 +0000 2009","en",45
"lilaayXD",2,570,"Sat Apr 18 08:20:31 +0000 2009","en",34
"RudiRudolphsen",6,187,"Sat May 17 06:47:57 +0000 2014","de",4
"ivana_raic",12,512,"Thu Oct 07 09:45:16 +0000 2010","en",23
"morantalet",4,289,"Fri May 30 20:59:53 +0000 2014","he",5
"cylilliee",4,110,"Sat Jun 25 13:36:00 +0000 2016","en",22
"kenanoglu55",0,249,"Thu Jul 21 13:57:25 +0000 2011","tr",24
"CamsPartyGirl",0,97,"Sat Jul 16 19:56:09 +0000 2011","en",10
"torimochi4510",2,1371,"Sun Sep 05 18:23:28 +0000 2010","ja",18
"kend88",9,107,"Fri Jul 17 18:34:45 +0000 2009","en",12
"enywati_0406",2,203,"Thu May 16 05:20:15 +0000 2013","en",14
"raboneroh",1,944,"Sat May 26 22:51:34 +0000 2012","es",72
"juneforster",0,209,"Sat May 21 20:09:45 +0000 2011","en",8
"Dazckool",0,96,"Wed Mar 19 18:37:34 +0000 2014","en",6
"RuhsSam",1,340,"Fri Nov 23 20:38:50 +0000 2012","en",8
"bushtuckernick",1,179,"Sat Aug 20 20:30:48 +0000 2011","en",11
"AllYouCanEatFsh",1,32,"Mon Jan 24 02:39:25 +0000 2011","en",1
"ramses_1987_bcn",6,1569,"Sun Nov 04 21:48:49 +0000 2012","es",79
"gbolang",2,99,"Fri Aug 14 13:02:56 +0000 2009","en",15
"Dragonfly9889",54,2186,"Sat Aug 22 13:06:11 +0000 2009","en",59
"sasuke10097",0,213,"Wed Oct 06 04:09:04 +0000 2010","en",23
"DOREENXMAS",6,424,"Thu Oct 16 04:09:09 +0000 2008","en",12
"spilandtim",4,1256,"Fri Mar 20 03:34:40 +0000 2015","en",33
"santtonerva",5,77,"Sun Dec 15 15:00:35 +0000 2013","pt",9
"loveodifiicil",1,46,"Thu Dec 02 16:51:37 +0000 2010","es",14
"Jazzinevaeh",2,1033,"Wed Jun 01 03:22:04 +0000 2011","en",41
"Atom198901",0,1254,"Sat Jan 05 09:58:41 +0000 2013","fr",12
"ReesesCubaCup",3,354,"Thu Feb 24 04:09:48 +0000 2011","en",13
"leoptis",0,53,"Tue Mar 01 16:11:25 +0000 2011","fr",1
"Tronixxxx_Tweet",0,78,"Mon Feb 11 19:05:55 +0000 2013","es",10
"elizapinky",34,300,"Sat Apr 06 19:17:08 +0000 2013","en",29
"joseOMG1",3,327,"Fri Dec 24 15:39:16 +0000 2010","es",9
"fer_asdf",0,270,"Tue Oct 18 00:13:43 +0000 2011","en",5
"shereefindian",10,1865,"Thu Mar 03 21:11:01 +0000 2011","en",38
"felixyau96",0,99,"Thu Dec 31 14:28:47 +0000 2009","en",4
"JQluvzu",0,34,"Sun Dec 26 20:34:49 +0000 2010","en",3
"Kinguci19",4,92,"Tue Apr 06 15:41:17 +0000 2010","en",5
"saif599",11,145,"Sun Nov 22 15:57:17 +0000 2009","en",4
"jumar35",2,611,"Wed Dec 07 19:08:15 +0000 2011","en",15
"MileyxxLFan",0,119,"Wed Aug 12 09:31:22 +0000 2009","en",7
"Fynny7",1,66,"Thu Nov 03 12:21:36 +0000 2011","en",15
"michealabanobi",2,1244,"Thu Mar 17 13:53:29 +0000 2011","en",108
"paige_333",7,382,"Mon Aug 16 02:19:21 +0000 2010","en",20
"Aimee_Todd",0,32,"Wed Jun 30 18:48:09 +0000 2010","en",1
"mohasinhridoy",1,540,"Tue May 20 17:56:22 +0000 2014","en",19
"romain76100",7,1672,"Tue Oct 04 15:29:23 +0000 2011","fr",92
"TUPZA2010",4,102,"Fri Aug 13 02:15:56 +0000 2010","en",7
"Alxdunne",1,84,"Tue Jul 19 10:23:13 +0000 2011","en",6
"_twatterfan101",44,293,"Thu Sep 20 16:08:55 +0000 2012","en",43
"Pancho623",3,966,"Wed May 13 01:38:17 +0000 2009","en",48
"scottyr71",1,379,"Tue Jan 25 14:10:57 +0000 2011","en",35
"ferny24",5,1231,"Sun Mar 29 19:37:36 +0000 2009","en",68
"newthitima",16,152,"Sat Feb 18 10:08:56 +0000 2012","en",5
"test_gabriel",2,1089,"Mon Jan 23 14:42:21 +0000 2012","en",52
"Nahla795",0,31,"Mon Dec 30 17:28:14 +0000 2013","en",5
"valentinpool",2,382,"Wed Jul 20 11:17:51 +0000 2011","en",33
"misungacastro",4,101,"Tue Feb 24 02:53:22 +0000 2015","es",26
"TheelAlix",4,403,"Wed Feb 13 01:15:06 +0000 2013","en",19
"luna19691",2,237,"Mon Aug 30 13:51:39 +0000 2010","es",13
"Lek_64",0,57,"Fri Feb 25 11:54:54 +0000 2011","en",5
"Cristina_creing",0,163,"Fri Nov 02 15:20:48 +0000 2012","es",29
"lineeriksen1",5,67,"Fri Jul 22 19:54:00 +0000 2011","en",2
"taniataniaq",35,158,"Fri Nov 02 20:13:44 +0000 2012","en",31
"27Memeymbemz",0,81,"Mon Oct 04 05:11:06 +0000 2010","en",5
"sinchannz",1,992,"Tue Apr 19 01:22:34 +0000 2011","en",31
"zoe_zhang90",0,148,"Fri Nov 01 21:02:29 +0000 2013","en",10
"fprakosi",1,74,"Tue Jun 03 15:28:53 +0000 2014","en",8
"alleyezonme420",2,392,"Mon Apr 25 02:06:37 +0000 2011","en",13
"NtunjaWanga",12,1090,"Mon Jun 03 11:25:53 +0000 2013","en",51
"KarlAnthony41",6,1422,"Sat Jun 18 11:51:03 +0000 2011","en",70
"18jlee_craft",0,83,"Sun Nov 25 19:04:18 +0000 2012","en",5
"moham1001",17,77,"Fri Jun 18 12:46:47 +0000 2010","en",4
"amani_afandi",8,1031,"Mon Dec 26 05:40:38 +0000 2011","en",226
"Bobbinailz",6,965,"Tue Jul 26 16:35:13 +0000 2011","en",29
"murburries",1,171,"Wed Oct 09 00:03:11 +0000 2013","en",68
"Mukeshdelhi87",10,422,"Tue Nov 26 03:16:15 +0000 2013","en",30
"stturk",7,303,"Wed Feb 29 22:54:23 +0000 2012","en",11
"DDotRoss1332",0,232,"Tue Nov 02 03:54:19 +0000 2010","en",6
"lif_top",3,126,"Sat Apr 07 18:24:52 +0000 2012","ar",2
"l034girl",5,417,"Tue Jul 12 00:23:14 +0000 2011","en",14
"hoodbizz",21,1350,"Tue Feb 15 02:37:12 +0000 2011","en",50
"niesya1997",1,59,"Thu Aug 25 01:24:03 +0000 2011","en",3
"TMayouch",0,156,"Wed Feb 24 14:04:23 +0000 2016","fr",15
"Jack_Leeson",4,1425,"Mon Apr 16 13:32:22 +0000 2012","en",46
"miley_fanGerman",5,269,"Sat Jun 13 13:40:51 +0000 2009","en",17
"ceycey_07",2,107,"Thu Mar 11 18:44:28 +0000 2010","en",1
"anapaulaoscar",0,137,"Thu Dec 09 16:39:20 +0000 2010","en",10
"fritz_mosher",3,424,"Mon Jan 16 01:42:14 +0000 2012","en",12
"OliverTwist1217",2,457,"Sun Dec 18 19:02:08 +0000 2011","fr",27
"AndreFGCouto",1,122,"Sun Jul 05 22:54:40 +0000 2009","en",3
"L4ckER_jack",7,276,"Sun Jun 27 14:19:11 +0000 2010","en",5
"vtecmel",1,513,"Wed Jun 01 13:28:59 +0000 2011","en",19
"toonyang",14,2096,"Tue May 31 19:04:12 +0000 2011","en",39
"bryantb16",0,132,"Tue Jun 10 03:55:03 +0000 2014","pt",6
"magro_analisa",1,144,"Thu May 21 19:40:52 +0000 2015","en",3
"voetbaljeremy",7,720,"Sun Feb 20 09:58:27 +0000 2011","en",22
"sunnybraian",0,163,"Fri May 28 02:27:48 +0000 2010","ja",6
"Brontedahl6",33,280,"Mon Jan 16 03:03:03 +0000 2012","en",9
"jordyphobiaaaa",3,1390,"Sun Apr 19 05:37:52 +0000 2009","en",47
"JoaoPauloMour12",0,91,"Sat Mar 16 06:05:56 +0000 2013","pt",3
"joaoarthur19",2,827,"Sun Feb 12 21:49:12 +0000 2012","pt",12
"mari_santos13",37,348,"Wed Jun 29 21:10:43 +0000 2011","pt",32
"BillyTChildress",4,1029,"Wed Jan 16 07:00:40 +0000 2013","en",32
"PToseland",7,948,"Tue Oct 02 20:18:24 +0000 2012","en",23
"solom_dis",2,400,"Sat Nov 26 23:35:45 +0000 2011","en",11
"khouloudsamali",0,56,"Sun Jun 10 22:53:04 +0000 2012","fr",4
"lovedoverove",0,97,"Thu Dec 03 23:02:11 +0000 2015","en",8
"proxsimusx",3,686,"Wed Nov 28 17:31:26 +0000 2012","tr",17
"YuanWang612",21,501,"Sun Jun 28 14:37:18 +0000 2009","zh-cn",90
"Magaly61",6,1329,"Thu Apr 21 14:38:28 +0000 2011","fr",51
"junior74melo",1,131,"Tue Jul 02 07:36:33 +0000 2013","pt",12
"nicojorano",13,352,"Sat Mar 13 00:43:33 +0000 2010","en",17
"AlirezaDabaghi",0,149,"Fri Aug 14 20:49:34 +0000 2015","en",8
"STOPH8T1N",0,72,"Thu Sep 15 14:44:33 +0000 2011","en",57
"kuganatsuki16",2,714,"Sat Sep 24 09:19:31 +0000 2011","fil",30
"Prettygirltt3",0,741,"Wed Sep 14 02:07:14 +0000 2011","en",22
"panittim",3,1556,"Thu Nov 17 15:47:49 +0000 2011","it",46
"tomey2009",1,91,"Thu Nov 17 17:03:34 +0000 2011","en",8
"smileivyyy",1,1388,"Wed Oct 22 10:29:34 +0000 2014","en",53
"mihai77329014",0,513,"Mon Apr 29 05:33:51 +0000 2013","ro",19
"jessafatema_j",1,260,"Fri Nov 28 17:19:36 +0000 2014","en-gb",10
"OEricksson",0,77,"Fri Jan 24 04:23:17 +0000 2014","es",8
"MaeganLWilliams",1,38,"Sat Dec 22 01:51:36 +0000 2012","en",2
"NeedTheGlass",8,179,"Wed Dec 28 11:18:59 +0000 2011","en",14
"judeUnwin",0,195,"Wed Oct 23 18:23:39 +0000 2013","en",14
"beautifullSD",4,1455,"Sat Oct 31 23:48:51 +0000 2009","en",41
"danielle404",3,180,"Thu Apr 21 23:45:44 +0000 2011","en",7
"leotabilog18",3,731,"Fri Jun 01 03:26:28 +0000 2012","fil",28
"Stacey77Stacey",0,149,"Tue May 22 11:00:15 +0000 2012","en",16
"gelosia85",1,255,"Thu Jan 10 20:05:18 +0000 2013","it",6
"darekgt",5,2040,"Sat May 08 12:09:15 +0000 2010","en",122
"adrjunky",0,101,"Mon Jun 22 03:44:10 +0000 2009","en",4
"gisele42st",2,173,"Wed Nov 16 20:36:10 +0000 2011","en",5
"indycarbrian",31,636,"Sun Jan 02 14:44:44 +0000 2011","en",46
"Joethecableguy1",0,100,"Fri Apr 17 02:43:43 +0000 2009","en",7
"yanMCollins",1,91,"Wed Dec 14 02:39:02 +0000 2011","en",6
"givemeachance85",0,70,"Fri Feb 28 02:51:30 +0000 2014","en",4
"TrGamer037",3,168,"Sat Nov 29 19:38:34 +0000 2014","nl",16
"BapBap60230",6,1463,"Sun Feb 09 22:43:46 +0000 2014","fr",56
"juanmanuelaguii",2,1971,"Tue Apr 17 04:21:58 +0000 2012","es",58
