screen_name,followers_count,friends_count,created_at,lang,statuses_count
FTFOFFICIAL01,1,560,2012-01-23 12:38:32+00:00,en,20
miyanna190,1,45,2011-12-23 08:56:22+00:00,en,29
whitetiger8902,1,115,2011-02-23 21:33:53+00:00,en,1
Courage2much,0,113,2012-12-27 13:35:38+00:00,en,5
iiscreambee,9,705,2013-09-26 04:48:08+00:00,en,36
BarbaraMaure,0,93,2013-09-06 15:53:12+00:00,es,15
maryamvojdai,0,56,2012-02-10 01:55:11+00:00,en,3
msflowbabe,18,643,2010-10-29 03:28:48+00:00,en,26
umairbravo,4,347,2010-05-24 09:25:32+00:00,en,13
Lexy1377,2,46,2011-02-18 00:05:29+00:00,en,4
Juventina_Sabri,0,101,2012-05-22 17:24:38+00:00,fr,8
sally69style,3,1286,2010-02-21 13:57:09+00:00,ja,11
ae_pina,6,305,2010-06-02 18:31:13+00:00,es,14
PrJonatasvitor,34,2061,2012-12-13 22:29:05+00:00,pt,54
Idra2012,5,112,2011-03-01 03:54:19+00:00,th,1
ghettomike45,3,542,2011-05-26 04:57:05+00:00,en,21
JonasMarkGRiver,3,756,2012-05-09 08:24:19+00:00,fil,23
msbudapest,1,147,2009-06-28 17:56:36+00:00,en,8
Maayara_Melo,8,253,2009-10-12 16:32:04+00:00,en,10
Darylames2012,8,1481,2012-01-11 15:26:07+00:00,en,37
Mukama10,9,1794,2012-07-01 08:22:33+00:00,en,20
MarikeSbo3boor,0,225,2014-09-10 14:36:58+00:00,nl,9
sjwoods89,4,338,2013-05-11 09:44:40+00:00,en,19
ghazalehsarmadi,0,125,2012-03-08 11:51:49+00:00,en,3
WithrowShane,7,170,2013-08-31 15:01:50+00:00,en,5
TheBoy786,3,340,2011-03-26 04:25:31+00:00,en,4
marinelaproneur,6,2034,2013-08-31 23:11:06+00:00,fr,46
rexavg,0,28,2011-01-30 23:45:30+00:00,en,2
MarinaTukozaki,0,136,2014-01-25 16:16:13+00:00,pt,10
JoevonFerguson,5,1134,2012-02-26 19:01:26+00:00,en,61
vedranvucko,19,1969,2012-04-10 13:33:26+00:00,en,51
DoodleClicks,6,269,2011-09-21 12:42:59+00:00,en,4
Adi_54putr4,7,1422,2012-01-31 22:13:43+00:00,en,30
dasuva,10,122,2010-01-07 20:41:59+00:00,en,8
c_sirry,1,74,2013-09-09 14:10:23+00:00,en,3
68Helene,0,28,2012-01-14 18:32:13+00:00,fr,2
ronniebarnes11,0,674,2012-10-16 22:55:54+00:00,en,17
ZubielCindy,0,169,2011-07-24 22:27:32+00:00,de,9
jumhiranphiphat,0,69,2013-05-07 08:01:06+00:00,th,2
feustel2009,0,41,2011-02-15 05:22:30+00:00,en,3
AWajer,3,1498,2012-12-30 01:20:28+00:00,en,73
MarceloWeigert,1,68,2013-04-19 22:55:29+00:00,pt,10
paulomarinho16,5,68,2012-08-15 22:18:32+00:00,pt,6
AnaaPFaustino,15,443,2010-07-08 00:22:11+00:00,en,12
EBERMEYER1,1,100,2012-04-27 17:33:29+00:00,fr,31
marissa_jesslyn,6,343,2012-10-25 01:58:04+00:00,en,18
GushallHall,1,35,2016-05-17 20:59:00+00:00,en,2
ManizImoet,50,362,2012-11-29 07:05:44+00:00,en,14
LILYANAS3,0,154,2013-05-01 20:26:01+00:00,en,15
yo_lenta,6,145,2012-03-14 01:17:34+00:00,en,8
weet3351,3,263,2014-07-24 02:02:13+00:00,en,15
BETO252,11,75,2010-01-20 17:39:48+00:00,en,5
gallonon100,0,84,2011-04-05 05:23:45+00:00,es,4
PughTeresapugh,0,95,2015-12-10 19:01:50+00:00,en,4
bigboibasher,1,270,2012-07-09 18:18:57+00:00,en,12
Remcalka,0,290,2010-09-03 08:00:11+00:00,en,15
Sammi977,5,1131,2010-03-22 00:05:11+00:00,en,49
lokisstar,1,241,2010-04-10 03:59:34+00:00,es,8
cpbteacher,0,165,2015-02-19 18:08:34+00:00,ca,4
la_chika13,0,244,2010-04-30 23:35:50+00:00,es,10
saramide08,6,1813,2010-06-29 17:24:36+00:00,ja,32
buckkblue,9,53,2010-11-06 00:15:53+00:00,en,4
RenatLa,2,445,2012-01-15 01:19:31+00:00,en,5
Arnon1972,1,65,2010-10-28 04:51:25+00:00,en,2
squalotoro60,0,29,2013-04-28 14:51:09+00:00,it,1
laboricua4life,1,32,2011-06-09 04:53:25+00:00,en,2
doradvanegas,7,30,2010-04-03 21:31:31+00:00,es,2
zombidavid,14,1007,2011-02-04 08:31:01+00:00,en,48
PoynterAngela,1,97,2012-02-23 23:41:51+00:00,en,13
Logan_Carlile,0,161,2011-09-02 17:51:20+00:00,en,14
xamebx,0,302,2011-11-30 17:28:47+00:00,en,14
ava19131,0,74,2016-07-25 10:54:10+00:00,th,3
EljaPerf,4,467,2011-04-16 10:55:38+00:00,en,73
bibithiam151160,1,274,2013-05-11 00:50:48+00:00,fr,9
KANNANGAYATHRI,2,157,2014-01-25 06:45:43+00:00,en,6
4eva2012,0,153,2009-11-29 19:20:08+00:00,en,12
armag5,1,198,2012-07-23 21:05:00+00:00,pl,5
joartmondero,4,412,2012-07-25 10:05:01+00:00,en,16
biastwart,15,1060,2010-09-21 01:26:13+00:00,en,1118
daiiiiiss,24,93,2010-03-06 23:44:46+00:00,en,7
harou84,6,1421,2012-08-14 00:10:20+00:00,fr,57
baleeghmalik,1,107,2011-01-12 07:25:31+00:00,en,5
Hopbeo,1,100,2011-01-07 09:01:04+00:00,en,6
sunilATopera,0,62,2012-05-21 18:46:15+00:00,en,3
MiddletonNiki,2,990,2012-01-21 20:14:12+00:00,en,39
CatlinMoores,21,134,2013-01-08 03:40:11+00:00,en,8
ppcharls,12,1403,2010-04-22 13:34:35+00:00,es,99
Jamez_Z,0,195,2011-03-10 06:45:05+00:00,en,4
shira148_s,1,244,2015-03-27 00:22:06+00:00,en,8
ltt0909,0,129,2011-04-16 07:23:49+00:00,en,10
technikkiller,0,69,2010-12-25 22:23:52+00:00,en,1
MeubelBandung,96,677,2012-06-13 13:29:23+00:00,en,246
petrikpavek,0,168,2015-07-19 11:38:54+00:00,cs,3
sarahnickel1,2,681,2011-05-22 16:18:24+00:00,de,33
PaulDurietz,1,214,2012-06-29 19:18:48+00:00,en,11
hijacktcom,0,127,2011-11-21 15:39:39+00:00,en,3
emily12345656,3,131,2010-10-25 22:30:26+00:00,en,29
katebee108,0,29,2011-02-02 14:21:22+00:00,en,1
RS908,0,200,2011-07-12 01:18:41+00:00,en,13
gachibap,2,106,2011-02-07 15:57:08+00:00,ko,10
jaelahlover,3,1735,2012-11-03 12:01:57+00:00,en,33
joseher4185284,2,1229,2012-04-13 19:49:42+00:00,en,55
rstaababq,5,1180,2011-01-13 04:45:11+00:00,en,55
ronslo7237,46,3041,2013-01-13 14:55:24+00:00,en,47
markk121,3,1563,2012-12-01 00:56:17+00:00,en,80
petpet1234,2,611,2010-09-15 03:32:34+00:00,en,23
cherylcasey12,0,248,2012-08-30 08:44:36+00:00,en,8
AbbeyMilton,8,690,2011-04-28 06:00:58+00:00,en,31
grac3lizabeth,5,84,2009-02-27 10:19:48+00:00,en,4
greig_ashley,1,107,2012-01-05 05:00:51+00:00,en,8
Tinkerbellcrazy,2,930,2009-07-17 15:33:18+00:00,en,12
diegotheinvasor,0,35,2010-10-23 12:46:39+00:00,en,16
v0n13,6,89,2010-07-07 21:23:12+00:00,en,8
peacekid420,4,761,2010-08-16 20:18:27+00:00,en,48
Glynwales1,2,485,2013-09-11 20:48:53+00:00,en,15
alma2307,1,125,2010-01-01 23:33:13+00:00,en,10
PatrikKovai1,2,282,2012-06-30 21:58:39+00:00,en,11
Eli_Cb_28,32,398,2010-06-14 16:20:58+00:00,en,17
annwarddalia,1,350,2016-07-27 15:46:36+00:00,en,17
gisellec1,3,1263,2011-10-12 00:06:40+00:00,en,20
justin89920,2,276,2013-08-27 10:53:32+00:00,zh-tw,13
ArianaRejas,30,494,2011-11-22 23:08:07+00:00,en,271
kimarlabriannaj,1,78,2013-04-30 19:39:43+00:00,en,5
bobschloss1,4,82,2013-09-11 10:28:44+00:00,en,6
ardyjuke1,56,1158,2014-01-03 00:35:14+00:00,id,17
teatro_kaua,3,93,2011-03-14 21:13:35+00:00,en,11
darnellhull,0,91,2009-10-28 22:19:48+00:00,en,5
AbuDa7M511,1,157,2010-11-25 20:27:05+00:00,en,9
sdelaney89,28,2304,2009-04-26 19:23:24+00:00,en,39
youmarieme,12,141,2011-06-18 01:35:07+00:00,en,26
QueenOfCzech,1,1106,2010-10-31 20:38:10+00:00,en,35
braywill97,2,118,2012-03-04 17:46:51+00:00,en,17
marlini34,1,306,2015-09-06 03:30:00+00:00,es,17
TORETOHI,6,1069,2011-02-06 18:45:18+00:00,en,86
darencrossley,53,556,2013-12-03 03:39:37+00:00,en-gb,29
garyallenfry,1,174,2012-08-23 05:10:52+00:00,en,27
Wombat_Shelbyk1,1,353,2016-09-02 16:53:11+00:00,en,6
McSince,0,35,2011-05-13 20:53:40+00:00,es,2
marybethclinton,6,112,2009-04-10 23:54:08+00:00,en,5
nikkivincent76,19,278,2011-08-18 02:33:39+00:00,en,5
ULI890,0,133,2010-11-06 21:55:32+00:00,es,10
robertdragomir2,0,547,2014-12-20 03:31:04+00:00,en,9
mackaa95,7,243,2009-05-24 01:38:29+00:00,en,7
sezaxsara,4,104,2009-04-07 10:35:53+00:00,en,7
davidphan1,3,1335,2011-09-16 01:17:46+00:00,en,73
JoseFPacheco7,1,374,2011-06-20 18:01:19+00:00,en,22
BIGBUCKyahoo,5,62,2011-01-12 22:42:55+00:00,en,4
esposo324,1,398,2011-03-14 01:06:35+00:00,es,15
ptiterose2,7,1791,2012-04-18 07:52:14+00:00,fr,92
NathaliaMylenaS,12,844,2012-11-04 22:17:09+00:00,pt,225
guevara0717,0,123,2011-01-30 15:15:43+00:00,en,6
chriselite28,2,132,2012-11-11 16:57:34+00:00,en,4
DanielGonia,0,179,2013-04-30 01:28:03+00:00,en,16
cydneydance88,8,2153,2013-07-10 13:19:05+00:00,en,40
alexander100f,0,615,2012-10-14 03:26:06+00:00,zh-cn,29
ahmadstar87,2,84,2011-04-27 09:43:16+00:00,en,1
rosyflores6,1,33,2011-10-13 15:46:11+00:00,en,1
cuffs911,1,469,2011-10-30 01:24:18+00:00,en,14
GoatPickles,1,92,2014-10-09 19:28:30+00:00,en-gb,4
Leandrosjbb,4,333,2011-08-05 01:34:28+00:00,pt,18
Sarfaklarlidid2,1,238,2013-02-19 20:13:18+00:00,tr,23
doublemisslayla,3,401,2011-06-28 21:08:59+00:00,en,34
tessaANNEx,11,349,2009-04-29 07:06:36+00:00,en,7
yoboinovelty,2,82,2009-08-16 02:24:40+00:00,en,5
pintusaha,2,29,2010-11-17 13:44:52+00:00,en,1
asari125,0,57,2011-03-14 07:02:39+00:00,en,2
iGravityDesigns,2,304,2011-03-28 15:08:58+00:00,en,7
juzman_law,6,1130,2013-11-19 05:12:59+00:00,en,27
nana_smp,0,69,2013-09-10 16:15:17+00:00,ar,3
star79198,1,675,2011-12-31 20:23:06+00:00,en,68
1051_dany,11,1535,2011-05-13 22:20:27+00:00,en,170
nutterchef71,1,279,2010-08-26 18:55:07+00:00,en,15
votananickiiiii,1,446,2014-11-15 23:47:47+00:00,pt,162
rhuudson,10,515,2012-09-17 01:10:43+00:00,pt,10
Jeanmarg8Moore,7,1978,2015-05-22 09:50:57+00:00,en,56
pepo_stmikes,1,214,2013-12-20 05:45:36+00:00,en,5
vanessak10,2,154,2011-06-13 09:29:57+00:00,fr,7
hkyym,5,1429,2011-02-06 15:27:48+00:00,fr,64
nheez1,5,1329,2014-06-25 21:57:32+00:00,de,35
gpmg345,5,647,2013-03-29 20:53:28+00:00,en,52
juni5102,7,1094,2012-05-27 23:20:27+00:00,en,51
multimauistvols,2,1179,2011-03-22 23:32:02+00:00,de,71
povey24,3,63,2009-07-02 22:19:02+00:00,en,5
KarinatiemiS2,1,133,2012-01-03 23:00:44+00:00,pt,10
miguelca3,31,741,2012-02-28 20:28:14+00:00,es,2
Uber_Poppia,2,196,2010-10-05 12:56:41+00:00,en,12
DavidThordahl,3,329,2009-04-18 21:14:43+00:00,en,9
da7lloh_d,105,406,2011-09-16 11:42:26+00:00,en,12450
yadulla_19,1,719,2011-03-09 05:47:44+00:00,en,21
pramasamudera,59,747,2010-05-04 08:08:39+00:00,id,246
kgooch22,2,333,2011-04-07 22:33:42+00:00,en,7
ZenGoLast,0,247,2010-09-01 19:26:06+00:00,en,25
mmathlouthi1,0,90,2012-01-15 21:01:59+00:00,fr,6
audreyluv,4,193,2008-11-29 17:40:32+00:00,en,3
KaylaaaMartin,1,384,2011-02-21 23:14:14+00:00,en,22
mattzjt,5,560,2011-04-30 18:09:43+00:00,en,24
RaFael_TeSSaRo,0,76,2011-10-31 23:12:42+00:00,en,17
gi_parada_,2,82,2011-04-11 21:15:29+00:00,en,10
speenGEERY,4,97,2014-07-09 15:43:54+00:00,en,10
_speedown,0,29,2010-12-16 15:27:37+00:00,en,1
lilian811,0,117,2011-06-03 00:57:51+00:00,en,9
KuTTeRsk8,4,103,2010-09-11 13:45:24+00:00,es,8
b_rishen,2,1332,2011-06-22 14:47:03+00:00,en,30
Percivalmgabhi,30,319,2011-09-05 11:30:22+00:00,en,14
lauraoosthuyzen,0,180,2011-04-30 12:31:03+00:00,en,8
x021xx,1,95,2015-03-07 14:43:02+00:00,ru,12
lenny00725_jose,0,138,2013-01-31 05:16:22+00:00,en,3
iryanhader,0,212,2014-04-14 16:30:44+00:00,en,9
dhrubo739,0,132,2014-02-23 09:17:18+00:00,en,3
Walters1Ken,2,115,2013-11-04 20:47:41+00:00,en,69
DonovanSlow,1,227,2012-10-31 03:27:59+00:00,en,8
mariyatiancheva,2,106,2010-12-19 08:29:29+00:00,en,28
PunDiiz,2,54,2010-11-07 01:17:09+00:00,en,2
fly5506,4,1210,2010-12-23 16:39:17+00:00,en,27
lovlovovl,4,1222,2010-06-29 13:28:08+00:00,en,35
inversefunction,3,63,2011-03-31 04:52:00+00:00,en,1
JurgenSegers,4,339,2012-05-13 23:07:47+00:00,nl,4
NBraddick,0,127,2011-07-13 16:58:42+00:00,en,4
skripshit,39,157,2010-10-28 11:16:39+00:00,en,10
barbierialvarez,2,219,2011-04-03 22:23:45+00:00,en,3
GustavoFioren,1,142,2013-08-31 09:26:53+00:00,pt,13
freaky450,5,1707,2013-03-26 20:11:12+00:00,de,78
0403521149,1,132,2011-05-24 21:10:01+00:00,en,16
vanquy1002,0,29,2011-02-16 12:14:36+00:00,en,2
Dougie8041,6,1286,2010-08-23 16:22:33+00:00,en,29
GranadosBunbury,0,82,2015-08-27 13:44:15+00:00,es,6
JPinw,0,1216,2012-01-04 10:44:24+00:00,en,33
bethitho01,0,113,2011-12-20 01:22:47+00:00,es,6
rolando0070,7,1249,2012-02-24 13:52:40+00:00,es,88
dlangai,0,35,2011-01-02 09:38:31+00:00,en,29
irem_su5,0,38,2013-07-06 11:40:36+00:00,tr,2
chiinitoboy,9,2417,2010-06-01 23:12:50+00:00,en,42
fennyrancung1,53,869,2011-08-30 07:58:50+00:00,id,433
DMorup,0,146,2011-12-23 05:13:25+00:00,en,7
markbalangue24,3,59,2010-09-18 17:13:37+00:00,en,7
veritomn84,3,1208,2013-12-28 23:25:12+00:00,es,53
Tobias87,3,1337,2009-02-22 07:56:55+00:00,en,80
bi_girl_4213,1,943,2014-03-21 13:24:52+00:00,en,50
FizarFansya,2,596,2011-06-27 09:31:03+00:00,en,31
lori_gilroy,2,543,2012-10-26 00:57:30+00:00,en,20
amit49369651,0,100,2013-01-24 21:03:12+00:00,en,2
DaNiAcRiS14,6,477,2010-11-16 19:15:48+00:00,en,11
me7930,8,1550,2013-07-21 22:47:53+00:00,en,41
sumyin_ngai,0,147,2010-04-21 10:40:13+00:00,en,12
73leonel,3,977,2011-04-04 00:37:54+00:00,en,39
crazygymnast95,2,557,2009-03-21 22:49:44+00:00,en,23
chelchelrae,1,464,2010-06-17 04:43:59+00:00,en,19
GuiAfonso45,23,375,2011-02-22 21:18:58+00:00,en,90
BreezyBre_11,2,492,2009-09-13 02:14:14+00:00,en,19
CalaisEloise,4,282,2012-08-25 09:49:54+00:00,en,12
caik1000,2,249,2015-02-21 18:12:39+00:00,pt,10
philomenasgirl,0,395,2010-01-25 19:44:34+00:00,en,18
GoperraTFM,12,243,2015-05-26 06:03:54+00:00,en,17
Jess_A_Young,2,64,2014-06-07 14:11:58+00:00,en,2
frankkyamm,10,1981,2011-01-14 16:54:07+00:00,en,49
dona_agil,2,86,2010-12-31 06:36:51+00:00,en,4
ganu25,7,1489,2010-12-11 00:01:53+00:00,en,172
jenskaiser4,3,75,2012-06-16 09:41:34+00:00,de,7
Howell75John,0,105,2014-10-16 22:51:38+00:00,en,5
AggregateMe,1,332,2012-01-27 18:06:12+00:00,en,12
Jacquel12847703,0,133,2017-06-05 09:15:02+00:00,en,3
Darcie321,1,191,2010-08-01 21:25:02+00:00,en,10
25Spr,4,140,2011-07-30 10:25:01+00:00,en,8
carrjulian1,1,113,2014-10-14 16:12:24+00:00,en-gb,7
AngelDu48391257,2,426,2013-03-08 01:53:13+00:00,es,14
suindeboutemard,0,193,2014-10-26 08:22:52+00:00,en,3
Aarnsalvadorbj,3,176,2011-12-22 20:59:47+00:00,es,2
roz1q,151,1237,2009-09-26 11:48:48+00:00,en,315
kwokhooo,0,65,2014-08-26 14:31:45+00:00,zh-tw,6
michael_axon,1,104,2013-09-27 18:59:28+00:00,en,2
lo0ppy,13,151,2011-01-28 13:53:05+00:00,en,10
noelskie2012,3,759,2012-05-22 05:57:31+00:00,en,23
JYubesi,3,726,2015-11-17 03:13:34+00:00,ja,15
MaciekSzczepan4,0,627,2013-10-15 19:03:57+00:00,pl,23
CoelhoAnderson2,4,1393,2011-08-23 19:32:31+00:00,en,91
kerckhove_,7,1667,2012-04-30 21:15:51+00:00,fr,85
Vargas__86,1,776,2011-09-18 00:48:33+00:00,en,19
Rockstiff001,0,178,2011-05-14 01:43:13+00:00,en,12
ericksitow,5,209,2010-04-13 21:34:32+00:00,es,11
Dtoe,5,370,2009-04-24 14:09:54+00:00,en,10
rob_cammish,1,588,2013-06-03 15:42:02+00:00,en,36
fashionistas3,2,214,2011-06-20 04:03:28+00:00,en,6
MadisonLslade,3,166,2011-02-10 05:06:32+00:00,en,8
pri9899261278,2,151,2015-06-08 14:02:38+00:00,en,7
roy_esau,1,600,2011-08-09 16:05:13+00:00,en,28
maia1234,3,1146,2010-01-24 03:07:53+00:00,en,67
4g63dsm,4,1272,2011-04-19 18:54:33+00:00,en,45
caseyrollins183,4,1807,2012-12-18 21:14:42+00:00,en,83
emileclaes,1,181,2011-01-22 15:26:17+00:00,en,6
Aariasbrianna,0,141,2010-07-11 02:59:41+00:00,es,6
kathiaSantos1,3,438,2011-05-17 01:39:44+00:00,en,7
yoyopistachio,7,60,2011-03-23 04:23:12+00:00,en,7
chuwar,0,272,2011-07-23 23:46:48+00:00,en,24
YOUTH_K0126,0,274,2010-03-09 05:19:11+00:00,ja,9
omegacurse,0,26,2011-03-02 22:40:03+00:00,en,4
Reginald091992,0,152,2016-06-10 11:09:37+00:00,en,4
vitorotavio2,21,238,2012-01-15 02:06:43+00:00,pt,25
christmas1307,2,188,2014-01-04 14:47:26+00:00,en,22
maulikjain2,0,106,2011-08-25 13:12:56+00:00,en,3
bonnie_campion,5,914,2013-01-23 23:57:41+00:00,en,33
pafsi,5,57,2009-05-20 07:10:17+00:00,en,6
p3bblz123,2,46,2011-03-05 20:35:20+00:00,en,4
SweetIcedKey,4,139,2016-06-21 18:42:31+00:00,en,5
anngray49,0,134,2013-08-28 19:16:11+00:00,en,7
Dgbaby6,2,1311,2012-08-09 02:27:08+00:00,en,76
fasfasfa2,2,733,2012-02-20 05:05:02+00:00,es,46
karlinarumondor,1,66,2011-01-21 03:51:51+00:00,en,6
ZaraAyrault,2,87,2009-06-15 18:00:27+00:00,en,7
Sky14834,4,1584,2010-12-30 01:25:32+00:00,en,44
LaurenceLacotte,0,69,2011-11-08 09:39:46+00:00,fr,2
Calsbjer1,0,156,2015-11-24 15:44:50+00:00,sv,10
sanatawn,1,305,2011-08-23 00:45:44+00:00,en,22
ysraellucas,23,925,2010-10-14 01:03:05+00:00,pt,40
ranger_dan,1,88,2009-02-04 15:02:28+00:00,en,10
ygor_demais,3,312,2010-03-26 23:04:55+00:00,en,7
VanessaMendoz15,1,35,2011-06-14 20:37:16+00:00,en,2
janailsonmarque,20,440,2011-04-26 04:08:01+00:00,en,20
halmid,0,45,2011-05-30 08:57:20+00:00,en,5
MINIPUCK,0,125,2010-03-28 18:58:24+00:00,en,8
shelltime4,4,885,2009-05-13 10:27:44+00:00,en,25
yourascumbag,2,54,2009-06-18 01:18:45+00:00,en,3
newell4561,0,881,2011-09-06 05:52:05+00:00,en,56
BalochNada,0,230,2011-08-29 09:38:47+00:00,en,6
rahmatullah66,44,399,2011-02-09 02:14:47+00:00,en,3
Maverick74red,0,92,2011-02-08 00:56:58+00:00,es,8
crazeeryno23,4,1156,2012-05-19 03:33:49+00:00,en,47
blackmagician_,11,183,2010-03-04 18:04:19+00:00,en,6
CoudrayAlex,2,713,2014-01-17 18:04:55+00:00,fr,30
diana_hdd,4,265,2013-01-26 15:57:19+00:00,en,10
PGuzii,0,107,2011-08-10 18:06:59+00:00,en,1
Sitimaidinah,0,77,2012-03-22 14:21:28+00:00,id,8
iVanZoO,3,140,2009-12-21 23:10:57+00:00,en,13
silenceofyou11,14,311,2009-11-09 20:32:38+00:00,en,5
jcsanson,1,207,2010-02-04 05:06:27+00:00,en,11
yigitali12,1,144,2013-07-30 09:44:44+00:00,nl,13
jafarhstu,4,1844,2011-04-14 10:56:12+00:00,en,37
taranalwanga,13,2855,2011-01-02 10:56:33+00:00,en,48
terellcollins,44,2312,2012-08-11 07:06:01+00:00,en,43
NemanjaDikic,0,197,2011-08-29 18:37:36+00:00,en,12
mathewconcepcio,0,80,2011-09-30 04:06:04+00:00,en,14
raniasarah78,1,225,2010-06-17 06:56:31+00:00,en,21
RosaMaus_2009,3,1527,2010-01-26 20:14:53+00:00,en,44
woodpec8,0,242,2012-10-22 23:57:31+00:00,en,28
pedro_araujo3,1,209,2015-05-22 02:43:12+00:00,en,8
enriqueolivo27,6,591,2010-06-17 07:56:40+00:00,en,13
Damaris98532925,5,559,2012-08-10 02:51:03+00:00,en,70
disneycreuforte,2,166,2009-04-14 18:05:26+00:00,en,13
tha_arvensia,3,350,2013-06-12 09:43:55+00:00,en,10
BelindaComedra,0,223,2013-06-03 03:25:16+00:00,en,59
loveisdevil,0,31,2011-02-12 09:46:51+00:00,en,4
fcalero89,6,109,2010-03-20 00:01:53+00:00,en,13
shcjul,0,88,2008-09-07 03:01:12+00:00,en,3
wastedchancer,1,273,2010-01-14 14:47:12+00:00,en,10
actionedson,7,1077,2010-08-06 15:38:18+00:00,en,50
Maqbool2012,3,1480,2011-05-24 14:38:10+00:00,en,30
mmcgillvary,0,297,2012-09-03 20:39:50+00:00,en,23
giannaalvara,15,146,2014-05-31 13:05:15+00:00,en,24
ZachBurk,12,1573,2009-03-11 21:35:10+00:00,en,29
SamanthaMckee36,3,722,2011-11-15 01:58:42+00:00,en,23
Jeneeeh,3,181,2009-06-25 09:45:14+00:00,en,11
ASEANAmerica,5,73,2013-09-21 15:34:44+00:00,en,7
_EstherWilliams,619,893,2009-07-19 05:30:36+00:00,en,15509
que_hawkins,0,287,2012-05-31 20:49:45+00:00,en,13
Lindawainscott1,4,1596,2011-04-28 06:45:32+00:00,en,125
dikikool76,54,470,2011-11-25 06:52:12+00:00,id,222
mukuarby,1,141,2010-09-28 13:13:57+00:00,en,3
camerahoe,6,111,2009-04-28 08:52:25+00:00,en,19
ciberdino_rain,131,1002,2013-10-02 20:11:22+00:00,en,57
homutinnikova2,1,76,2013-11-03 18:42:29+00:00,ru,8
kenmartin82,6,388,2014-05-03 15:38:04+00:00,en,21
mignonetiii,3,391,2011-05-23 13:45:56+00:00,fr,12
fabulousgoal,3,1684,2013-07-17 15:06:39+00:00,fr,81
jeromemichl,10,1916,2012-03-25 21:32:39+00:00,en,25
shibu_amit,1,424,2013-04-07 13:05:12+00:00,en,20
kathleenBOOM,2,200,2010-01-03 13:33:10+00:00,en,81
mamasweetsz,5,1488,2010-12-01 04:37:03+00:00,en,79
JordanFreak09,2,141,2009-05-13 03:28:20+00:00,en,9
1bill17n,5,1155,2011-01-23 06:51:50+00:00,en,41
ByeByeBirdieF,17,537,2010-07-11 22:13:44+00:00,en,37
DanielleGriffi6,2,30,2011-07-27 02:54:08+00:00,en,3
Dumi524,2,123,2011-07-26 03:54:33+00:00,en,17
melissafarrel11,0,456,2012-07-02 01:28:21+00:00,en,18
119826885,2,1586,2012-06-05 16:07:35+00:00,zh-cn,103
hendrobro83,3,262,2013-05-30 03:30:50+00:00,en,15
Chrischinonso,3,1025,2012-04-09 13:01:34+00:00,en,35
larrymichael14,2,1133,2014-01-11 15:05:30+00:00,en,8
healindstrom,3,748,2012-11-06 14:47:33+00:00,sv,36
Mcgee1998Steven,3,1163,2013-07-28 00:57:07+00:00,en,76
DorkieDemzx,1,308,2011-07-18 19:06:03+00:00,en,14
poahteah,2,53,2010-12-31 18:01:48+00:00,en,4
gallan1979,3,447,2013-02-03 17:23:45+00:00,en,21
akanalas,2,229,2011-04-27 21:32:27+00:00,de,9
AlbertoS18,3,1530,2011-09-06 06:14:31+00:00,en,41
tiganulurat,0,131,2011-10-05 09:35:49+00:00,en,9
dallion2011,1,423,2011-03-13 17:55:29+00:00,en,9
AShymchuk,2,171,2015-02-24 21:48:34+00:00,ru,9
rocka16,3,954,2011-06-07 21:24:09+00:00,es,46
AnnieHinky,3,1293,2010-12-04 00:09:16+00:00,en,59
saraaa_nicoleee,1,468,2011-07-14 06:54:24+00:00,en,12
4Ic9MUGa39dSbG7,2,1138,2016-02-08 14:14:13+00:00,ja,89
dee5woo24,0,217,2011-04-19 09:41:05+00:00,en,7
mahmoudbarbry,4,801,2012-09-17 14:02:12+00:00,en,14
singaisdihname,4,300,2009-05-12 22:47:31+00:00,en,11
Filco28,0,186,2009-11-17 11:18:13+00:00,en,4
ekgejor,18,1479,2010-03-04 14:59:02+00:00,en,80
nisalathanna,4,1129,2011-12-28 08:25:02+00:00,en,39
FatherMjt1967,1,532,2014-04-06 16:30:40+00:00,en,4
xrulos___x,2,142,2010-06-15 01:48:59+00:00,es,30
SUSANBLANCHFIE1,5,1701,2012-05-24 01:24:51+00:00,en,12
WithluvSandy,116,491,2011-08-08 23:55:10+00:00,en,562
MrsTreCool88,7,531,2011-07-06 21:59:48+00:00,en,26
angyyyxp,1,65,2010-09-09 18:49:27+00:00,en,9
lisamk0625_k,1,370,2013-01-16 05:35:14+00:00,en,15
sssandeepan,4,87,2010-05-05 14:18:07+00:00,en,2
nergis_ege,1,104,2011-07-13 18:46:50+00:00,en,12
Cleineclaudeam,0,549,2014-02-01 23:31:10+00:00,pt,15
rita_rita2639,0,1018,2012-11-17 08:11:23+00:00,zh-tw,32
DELVINMATTHEWS,1,41,2012-01-08 05:00:38+00:00,en,7
nan_za69,2,107,2011-09-04 13:29:02+00:00,en,4
jpitts9,7,793,2009-11-18 00:59:24+00:00,en,28
vania1981,19,1187,2011-06-19 00:59:12+00:00,pt,45
kathrinkirkpatr,0,32,2013-10-11 12:04:27+00:00,en,2
sulaymanmuhamma,5,1478,2012-07-07 20:34:16+00:00,en,77
kyleneciaraher1,0,122,2014-05-26 09:59:36+00:00,en,10
SchrammGiuliani,4,242,2015-01-20 12:34:06+00:00,pt,313
assalsea550,2,66,2011-12-05 20:55:37+00:00,en,7
